Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"BARCLAYS BANK PLC (NEW YORK BRANCH","Cash and/or Derivatives","Cash","15,264,817.43","0.29","15,264,817.43","15,250,000.00","06742TVS2","-","-","100.06","United States","-","USD","0.87","0.29","1.00","Dec 31, 2021","0.36","0.88","-","0.29","0.88","0.29","USD","Jan 07, 2021","Jan 07, 2021"
"NATIONAL GRID HOLDINGS INC","Cash and/or Derivatives","Cash","15,200,571.50","0.29","15,200,571.50","15,204,000.00","63627AQV3","-","-","99.98","United States","-","USD","0.11","0.20","1.00","Mar 29, 2021","0.00","0.12","-","0.20","0.12","0.20","USD","Jan 15, 2021","Jan 15, 2021"
"WELLS FARGO BANK NA","Financial Institutions","Fixed Income","15,084,099.93","0.28","15,084,099.93","15,000,000.00","94988J5Z6","US94988J5Z66","BK8VYK2","100.39","United States","-","USD","0.06","0.61","1.00","Sep 09, 2022","0.89","0.05","-","0.17","0.06","0.17","USD","Sep 11, 2019","Sep 11, 2019"
"MORGAN STANLEY MTN","Financial Institutions","Fixed Income","15,056,500.00","0.28","15,056,500.00","15,000,000.00","6174468T9","US6174468T98","-","100.23","United States","-","USD","1.72","0.47","1.00","Nov 10, 2023","0.56","1.72","-","0.43","1.72","0.43","USD","Nov 13, 2020","Nov 13, 2020"
"CREDIT SUISSE AG (NEW YORK BRANCH)","Financial Institutions","Fixed Income","15,026,119.42","0.28","15,026,119.42","15,000,000.00","22550UAB7","US22550UAB70","-","100.16","Switzerland","-","USD","0.00","0.42","1.00","Feb 02, 2024","0.44","0.21","-","0.42","0.21","0.42","USD","Feb 02, 2021","Feb 02, 2021"
"HSBC BANK PLC","Cash and/or Derivatives","Cash","15,024,991.41","0.28","15,024,991.41","15,000,000.00","40433FRE1","-","-","100.07","United Kingdom","-","USD","0.06","0.22","1.00","Jun 09, 2021","0.49","0.31","-","0.22","0.31","0.22","USD","Jun 09, 2020","Jun 09, 2020"
"BANK OF NOVA SCOTIA (HOUSTON BRANC","Cash and/or Derivatives","Cash","15,020,915.75","0.28","15,020,915.75","15,000,000.00","06417MKR5","-","-","100.06","United States","-","USD","0.51","0.25","1.00","Aug 23, 2021","0.36","0.52","-","0.25","0.52","0.25","USD","Jul 22, 2020","Jul 23, 2020"
"MORGAN STANLEY BANK NA","Cash and/or Derivatives","Cash","15,018,814.88","0.28","15,018,814.88","15,000,000.00","61690UUK4","US61690UUK41","-","100.04","United States","-","USD","0.01","0.30","1.00","Aug 25, 2021","0.36","0.52","-","0.30","0.52","0.30","USD","Feb 25, 2020","Feb 25, 2020"
"TOYOTA MOTOR CREDIT CORP MTN","Industrial","Fixed Income","15,018,790.65","0.28","15,018,790.65","15,000,000.00","89236THS7","US89236THS78","-","100.13","United States","-","USD","0.00","0.29","1.00","Jun 13, 2022","0.36","0.07","-","0.29","0.07","0.29","USD","Dec 11, 2020","Dec 11, 2020"
"TRI-PARTY WELLS FARGO SECURITIES L","Cash and/or Derivatives","Cash","15,015,200.00","0.28","15,015,200.00","15,000,000.00","-","-","-","100.00","United States","-","USD","0.00","0.57","1.00","Mar 12, 2021","0.57","0.00","-","0.57","0.00","0.57","USD","Dec 14, 2020","Dec 14, 2020"
"TORONTO-DOMINION BANK (NEW YORK BR","Cash and/or Derivatives","Cash","15,008,991.17","0.28","15,008,991.17","15,000,000.00","89114NTZ8","-","-","100.03","United States","-","USD","0.00","0.00","1.00","Oct 08, 2021","0.30","0.00","-","0.00","0.00","0.00","USD","Oct 09, 2020","Oct 09, 2020"
"UBS AG (LONDON BRANCH)","Cash and/or Derivatives","Cash","15,008,427.45","0.28","15,008,427.45","15,000,000.00","90276JKK1","-","-","100.02","United Kingdom","-","USD","0.14","0.33","1.00","Jul 09, 2021","0.39","0.39","-","0.28","0.14","0.28","USD","Jul 10, 2020","Jul 10, 2020"
"UBS AG (LONDON BRANCH)","Cash and/or Derivatives","Cash","15,008,185.00","0.28","15,008,185.00","15,000,000.00","90276JMB9","US90276JMB97","-","100.02","United Kingdom","-","USD","0.00","0.35","1.00","Jan 11, 2022","0.00","0.92","-","0.35","0.92","0.35","USD","Jan 12, 2021","Jan 12, 2021"
"LANDESBANK BADEN WUERTTEMBERG (NEW","Cash and/or Derivatives","Cash","15,001,787.01","0.28","15,001,787.01","15,000,000.00","51501HAF6","-","-","100.00","United States","-","USD","0.68","0.24","1.00","Oct 22, 2021","0.24","0.69","-","0.24","0.69","0.24","USD","Jan 26, 2021","Jan 26, 2021"
"WALT DISNEY COMPANY","Cash and/or Derivatives","Cash","14,999,887.50","0.28","14,999,887.50","15,000,000.00","2546R2PK6","-","-","100.00","United States","-","USD","0.01","0.09","1.00","Feb 19, 2021","0.00","0.01","-","0.09","0.01","0.09","USD","May 25, 2020","May 25, 2020"
"SUNCOR ENERGY INC.","Cash and/or Derivatives","Cash","14,998,530.00","0.28","14,998,530.00","15,000,000.00","86723AQ96","-","-","99.99","Canada","-","USD","0.06","0.17","1.00","Mar 09, 2021","0.00","0.06","-","0.17","0.06","0.17","USD","Dec 07, 2020","Dec 07, 2020"
"BASF SE","Cash and/or Derivatives","Cash","14,997,480.00","0.28","14,997,480.00","15,000,000.00","05526LQW0","-","-","99.98","Germany","-","USD","0.12","0.14","1.00","Mar 30, 2021","0.00","0.12","-","0.14","0.12","0.14","USD","Jul 03, 2020","Jul 03, 2020"
"SUMITOMO MITSUI TRUST BANK LTD (LO","Cash and/or Derivatives","Cash","14,992,840.92","0.28","14,992,840.92","15,000,000.00","-","XS2260656363","-","99.95","United Kingdom","-","USD","0.25","0.19","1.00","May 17, 2021","0.00","0.25","-","0.19","0.25","0.19","USD","Nov 16, 2020","Nov 16, 2020"
"CAISSE DAMORTISSEMENT DE LA DETTE","Cash and/or Derivatives","Cash","14,991,372.50","0.28","14,991,372.50","15,000,000.00","12802VTF3","-","-","99.94","France","-","USD","0.33","0.17","1.00","Jun 15, 2021","0.00","0.33","-","0.17","0.33","0.17","USD","Jun 12, 2020","Jun 12, 2020"
"SHELL INTERNATIONAL FINANCE BV","Cash and/or Derivatives","Cash","14,990,119.17","0.28","14,990,119.17","15,000,000.00","8225X2U85","-","-","99.93","Netherlands","-","USD","0.39","0.17","1.00","Jul 08, 2021","0.00","0.39","-","0.17","0.39","0.17","USD","Jul 13, 2020","Jul 13, 2020"
"SOCIETE GENERALE SA","Cash and/or Derivatives","Cash","14,990,156.25","0.28","14,990,156.25","15,000,000.00","83369BU12","-","-","99.93","France","-","USD","0.37","0.18","1.00","Jul 01, 2021","0.00","0.37","-","0.18","0.37","0.18","USD","Dec 03, 2020","Dec 03, 2020"
"RIDGEFIELD FUNDING COMPANY LLC","Cash and/or Derivatives","Cash","14,988,705.00","0.28","14,988,705.00","15,000,000.00","76582JT79","-","-","99.92","United States","-","USD","0.30","0.24","1.00","Jun 07, 2021","0.00","0.31","-","0.24","0.31","0.24","USD","Dec 07, 2020","Dec 07, 2020"
"HSBC BANK PLC","Cash and/or Derivatives","Cash","14,984,900.42","0.28","14,984,900.42","15,000,000.00","40433GV20","-","-","99.90","United Kingdom","-","USD","0.46","0.22","1.00","Aug 02, 2021","0.00","0.46","-","0.22","0.46","0.22","USD","Aug 03, 2020","Aug 03, 2020"
"MACQUARIE BANK LTD","Cash and/or Derivatives","Cash","14,979,185.00","0.28","14,979,185.00","15,000,000.00","55607KYK6","-","-","99.86","Australia","-","USD","0.76","0.18","1.00","Nov 19, 2021","0.00","0.76","-","0.18","0.76","0.18","USD","Nov 19, 2020","Nov 19, 2020"
"SHINHAN BANK NEW YORK","Cash and/or Derivatives","Cash","14,974,250.00","0.28","14,974,250.00","15,000,000.00","82459LWA1","-","-","99.83","United States","-","USD","0.56","0.30","1.00","Sep 10, 2021","0.00","0.56","-","0.30","0.56","0.30","USD","Feb 05, 2021","Feb 05, 2021"
"SOCIETE GENERALE SA","Cash and/or Derivatives","Cash","14,963,970.00","0.28","14,963,970.00","15,000,000.00","83368YFQ5","-","-","99.76","France","-","USD","0.82","0.29","1.00","Dec 13, 2021","0.00","0.82","-","0.29","0.82","0.29","USD","Dec 09, 2020","Dec 09, 2020"
"VOLKSWAGEN AMER FIN","Cash and/or Derivatives","Cash","14,940,485.42","0.28","14,940,485.42","15,000,000.00","92866BY82","-","-","99.60","United States","-","USD","0.73","0.54","1.00","Nov 08, 2021","0.00","0.72","-","0.54","0.72","0.54","USD","Nov 09, 2020","Nov 09, 2020"
"SVENSKA HANDELSBANKEN AB (NEW YORK","Cash and/or Derivatives","Cash","14,540,094.86","0.27","14,540,094.86","14,500,000.00","86959RET3","US86959RET32","-","100.22","United States","-","USD","0.14","0.21","1.00","Jan 06, 2022","1.63","0.88","-","0.21","0.88","0.21","USD","Jan 09, 2020","Jan 09, 2020"
"NORDEA BANK ABP (NEW YORK BRANCH)","Cash and/or Derivatives","Cash","14,525,702.04","0.27","14,525,702.04","14,500,000.00","65558TK20","US65558TK206","-","100.10","United States","-","USD","0.03","0.21","1.00","Feb 28, 2022","0.34","1.03","-","0.21","1.03","0.21","USD","Sep 01, 2020","Sep 01, 2020"
"AMERICAN HONDA FINANCE CORPORATION MTN","Industrial","Fixed Income","14,462,640.00","0.27","14,462,640.00","14,400,000.00","02665WDE8","US02665WDE84","-","100.44","United States","-","USD","0.25","0.21","1.00","Feb 15, 2022","0.64","0.24","-","0.21","0.24","0.21","USD","Oct 15, 2019","Oct 15, 2019"
"GILEAD SCIENCES INC","Industrial","Fixed Income","14,115,925.12","0.27","14,115,925.12","14,100,000.00","375558BU6","US375558BU62","-","100.05","United States","-","USD","0.08","0.27","1.00","Sep 17, 2021","0.38","0.08","-","0.27","0.08","0.27","USD","Sep 30, 2020","Sep 30, 2020"
"CARMX_20-4 A2A","ABS","Fixed Income","14,109,992.83","0.27","14,109,992.83","14,100,000.00","14316HAB8","US14316HAB87","-","100.07","United States","-","USD","0.84","0.23","1.00","Jan 16, 2024","0.31","0.85","-","0.23","0.85","0.23","USD","Oct 21, 2020","Oct 21, 2020"
"WELLS FARGO BANK NA MTN","Financial Institutions","Fixed Income","14,099,555.82","0.27","14,099,555.82","13,910,000.00","94988J5X1","US94988J5X19","BK937Y2","100.73","United States","-","USD","0.27","0.69","1.00","May 27, 2022","2.90","0.28","-","0.30","0.28","0.30","USD","May 28, 2019","May 28, 2019"
"INTERNATIONAL BUSINESS MACHINES CO","Industrial","Fixed Income","14,011,900.00","0.26","14,011,900.00","14,000,000.00","459200KD2","US459200KD25","-","100.08","United States","-","USD","0.24","0.24","1.00","May 13, 2021","0.59","0.24","-","0.24","0.24","0.24","USD","May 15, 2019","May 15, 2019"
"AMCOR FINANCE (USA) INC","Cash and/or Derivatives","Cash","13,998,922.39","0.26","13,998,922.39","14,000,000.00","0234D4Q54","-","-","99.99","United States","-","USD","0.05","0.16","1.00","Mar 05, 2021","0.00","0.05","-","0.16","0.05","0.16","USD","Feb 05, 2021","Feb 05, 2021"
"FMS WERTMANAGEMENT","Cash and/or Derivatives","Cash","13,995,026.50","0.26","13,995,026.50","14,000,000.00","34411GSE7","-","-","99.96","Germany","-","USD","0.24","0.15","1.00","May 14, 2021","0.00","0.24","-","0.15","0.24","0.15","USD","Aug 15, 2020","Aug 15, 2020"
"CITIBANK NA","Financial Institutions","Fixed Income","13,964,982.75","0.26","13,964,982.75","13,751,000.00","17325FAV0","US17325FAV04","BHQ3T71","100.00","United States","-","USD","0.03","0.74","1.00","Feb 19, 2022","3.17","0.01","-","0.74","0.01","0.74","USD","Feb 19, 2019","Feb 19, 2019"
"KOREAN DEV BANK","Cash and/or Derivatives","Cash","13,522,137.28","0.26","13,522,137.28","13,500,000.00","50066BTE1","US50066BTE10","-","100.11","United States","-","USD","0.16","0.31","1.00","Jul 14, 2021","0.60","0.41","-","0.31","0.41","0.31","USD","Jul 10, 2020","Jul 13, 2020"
"NEW YORK N Y","Local Authority","Fixed Income","13,357,865.11","0.25","13,357,865.11","13,350,000.00","64966QKZ2","US64966QKZ27","-","100.05","United States","-","USD","0.46","0.21","1.00","Aug 01, 2021","0.31","0.46","-","0.21","0.46","0.21","USD","Sep 09, 2020","Sep 09, 2020"
"CROWN POINT CAPITAL COMPANY LLC","Cash and/or Derivatives","Cash","13,265,985.45","0.25","13,265,985.45","13,250,000.00","22845AUM0","US22845AUM07","-","100.09","United States","-","USD","0.83","0.23","1.00","Jan 12, 2022","0.33","0.92","-","0.22","0.82","0.22","USD","Jan 14, 2021","Jan 14, 2021"
"TORONTO-DOMINION BANK (NEW YORK BR","Cash and/or Derivatives","Cash","13,051,561.22","0.25","13,051,561.22","13,000,000.00","89114NMZ5","-","-","100.12","United States","-","USD","0.46","0.17","1.00","Aug 03, 2021","0.43","0.47","-","0.17","0.47","0.17","USD","Jul 02, 2020","Jul 02, 2020"
"TOYOTA MOTOR CREDIT CORP MTN","Industrial","Fixed Income","13,031,406.74","0.25","13,031,406.74","13,000,000.00","89236THN8","US89236THN81","-","100.21","United States","-","USD","0.00","0.30","1.00","Oct 14, 2022","0.40","0.16","-","0.30","0.16","0.30","USD","Oct 16, 2020","Oct 16, 2020"
"NATWEST MARKETS PLC","Cash and/or Derivatives","Cash","13,014,982.50","0.25","13,014,982.50","13,050,000.00","63906FA41","-","-","99.73","United Kingdom","-","USD","0.88","0.30","1.00","Jan 04, 2022","0.00","0.88","-","0.30","0.88","0.30","USD","Jan 12, 2021","Jan 12, 2021"
"CANADIAN IMPERIAL BANK OF COMMERCE","Cash and/or Derivatives","Cash","13,011,677.07","0.25","13,011,677.07","13,000,000.00","13606CD50","-","-","100.07","United States","-","USD","0.18","0.18","1.00","Jul 23, 2021","0.36","0.43","-","0.18","0.43","0.18","USD","Jun 23, 2020","Jun 23, 2020"
"DNB BANK ASA (NEW YORK BRANCH)","Financial Institutions","Fixed Income","13,005,589.75","0.25","13,005,589.75","13,000,000.00","23341VWL1","US23341VWL16","-","100.01","Norway","-","USD","0.17","0.41","1.00","Jul 19, 2021","0.44","0.17","-","0.41","0.17","0.41","USD","Jul 19, 2019","Jul 19, 2019"
"CREDIT INDUSTRIEL ET COMMERCIAL SA","Cash and/or Derivatives","Cash","13,005,703.33","0.25","13,005,703.33","13,000,000.00","22536UD64","US22536UD645","-","100.02","United States","-","USD","0.17","0.20","1.00","Apr 20, 2021","0.31","0.17","-","0.20","0.17","0.20","USD","Jul 20, 2020","Jul 20, 2020"
"MIZUHO FLOATER / RESIDUAL TR V 144A","Cash and/or Derivatives","Cash","13,002,899.18","0.25","13,002,899.18","13,000,000.00","60700HDW6","US60700HDW60","-","100.00","United States","-","USD","0.00","0.54","1.00","Feb 01, 2023","0.54","0.00","-","0.54","0.00","0.54","USD","Jul 16, 2020","Jul 16, 2020"
"HSBC BANK PLC","Cash and/or Derivatives","Cash","12,973,339.17","0.24","12,973,339.17","13,000,000.00","40433HA39","-","-","99.79","United Kingdom","-","USD","0.88","0.23","1.00","Jan 03, 2022","0.00","0.88","-","0.23","0.88","0.23","USD","Jan 04, 2021","Jan 04, 2021"
"PORT AUTH N Y & N J","Local Authority","Fixed Income","12,854,538.71","0.24","12,854,538.71","12,570,000.00","73358W4V3","US73358W4V32","-","101.61","United States","-","USD","2.34","0.41","1.00","Jul 01, 2023","1.09","2.33","-","0.41","2.33","0.41","USD","Jul 08, 2020","Jul 08, 2020"
"KOREA DEVELOPMENT BANK MTN 144A","Agency","Fixed Income","12,540,115.85","0.24","12,540,115.85","12,500,000.00","500630DC9","US500630DC91","-","100.22","Korea (South)","-","USD","0.02","0.43","1.00","Mar 21, 2022","0.60","0.09","-","0.43","0.09","0.43","USD","Sep 21, 2020","Sep 21, 2020"
"TOYOTA MOTOR CREDIT CORP MTN","Industrial","Fixed Income","12,527,942.78","0.24","12,527,942.78","12,500,000.00","89236TGK5","US89236TGK51","BKMQP22","100.17","United States","-","USD","0.14","0.24","1.00","Oct 07, 2021","0.53","0.14","-","0.24","0.14","0.24","USD","Oct 07, 2019","Oct 07, 2019"
"CREDIT AGRICOLE CORPORATE AND INVE","Financial Institutions","Fixed Income","12,465,395.31","0.24","12,465,395.31","12,425,000.00","22532XMR6","US22532XMR60","-","100.19","France","-","USD","0.06","0.35","1.00","Sep 09, 2021","0.71","0.06","-","0.35","0.06","0.35","USD","Sep 11, 2019","Sep 11, 2019"
"NATIONAL GRID HOLDINGS INC","Cash and/or Derivatives","Cash","12,319,897.34","0.23","12,319,897.34","12,320,000.00","63627APJ1","-","-","100.00","United States","-","USD","0.01","0.15","1.00","Feb 18, 2021","0.00","0.01","-","0.15","0.01","0.15","USD","Nov 18, 2020","Nov 18, 2020"
"BPCE SA MTN","Financial Institutions","Fixed Income","12,247,719.48","0.23","12,247,719.48","11,945,000.00","05578DAW2","US05578DAW20","BYV4440","101.97","France","-","USD","0.78","0.27","1.00","Dec 02, 2021","2.75","0.79","-","0.27","0.79","0.27","USD","Dec 02, 2016","Dec 02, 2016"
"CATERPILLAR FINANCIAL SERVICES COR MTN","Industrial","Fixed Income","12,131,450.00","0.23","12,131,450.00","12,000,000.00","14913R2B2","US14913R2B24","-","100.85","United States","-","USD","1.23","0.26","1.00","May 13, 2022","0.95","1.23","-","0.26","1.23","0.26","USD","May 15, 2020","May 15, 2020"
"UBS AG (LONDON BRANCH)","Cash and/or Derivatives","Cash","12,014,742.05","0.23","12,014,742.05","12,000,000.00","90276JLY0","-","-","100.04","United Kingdom","-","USD","0.24","0.25","1.00","Dec 02, 2021","0.40","1.00","-","0.20","0.75","0.20","USD","Dec 03, 2020","Dec 03, 2020"
"MITSUBISHI UFJ TRUST AND BANKING C","Cash and/or Derivatives","Cash","12,013,596.79","0.23","12,013,596.79","12,000,000.00","60683BN66","-","-","100.03","United States","-","USD","0.23","0.11","1.00","May 10, 2021","0.26","0.23","-","0.11","0.23","0.11","USD","Oct 29, 2020","Oct 29, 2020"
"GOLDMAN SACHS GROUP INC/THE","Financial Institutions","Fixed Income","12,011,957.56","0.23","12,011,957.56","12,000,000.00","38141GXQ2","US38141GXQ27","-","100.07","United States","-","USD","0.01","0.47","1.00","Jan 27, 2023","0.46","0.21","-","0.45","0.21","0.45","USD","Jan 27, 2021","Jan 27, 2021"
"UBS AG (LONDON BRANCH)","Cash and/or Derivatives","Cash","12,009,225.04","0.23","12,009,225.04","12,000,000.00","90276JKF2","-","-","100.01","United States","-","USD","0.10","0.34","1.00","Jun 23, 2021","0.42","0.35","-","0.28","0.10","0.28","USD","Jun 24, 2020","Jun 24, 2020"
"HSBC BANK PLC","Cash and/or Derivatives","Cash","12,008,899.68","0.23","12,008,899.68","12,000,000.00","40433FSB6","-","-","100.06","United Kingdom","-","USD","0.21","0.24","1.00","Nov 05, 2021","0.34","0.72","-","0.24","0.72","0.24","USD","Nov 06, 2020","Nov 06, 2020"
"UBS AG (LONDON BRANCH)","Cash and/or Derivatives","Cash","12,001,303.05","0.23","12,001,303.05","12,000,000.00","90276JLQ7","-","-","100.01","United Kingdom","-","USD","0.25","0.26","1.00","Nov 12, 2021","0.32","1.00","-","0.24","0.75","0.24","USD","Nov 13, 2020","Nov 13, 2020"
"HAROT_20-3 A2","ABS","Fixed Income","12,000,255.05","0.23","12,000,255.05","11,990,000.00","43813KAB8","US43813KAB89","-","100.06","United States","-","USD","0.71","0.18","1.00","Feb 21, 2023","0.27","0.72","-","0.18","0.72","0.18","USD","Sep 29, 2020","Sep 29, 2020"
"TRI-PARTY CITIGROUP GLOBAL MARKETS","Cash and/or Derivatives","Cash","12,000,000.00","0.23","12,000,000.00","12,000,000.00","-","-","-","100.00","United States","-","USD","0.00","0.54","1.00","-","0.54","0.00","-","0.54","0.00","0.54","USD","Aug 27, 2019","Aug 27, 2019"
"LIME FUNDING LLC","Cash and/or Derivatives","Cash","11,989,692.00","0.23","11,989,692.00","12,000,000.00","53262QT12","-","-","99.91","United States","-","USD","0.29","0.29","1.00","Jun 01, 2021","0.00","0.29","-","0.29","0.29","0.29","USD","Dec 01, 2020","Dec 01, 2020"
"CREDIT AGRICOLE CORPORATE AND INVE MTN 144A","Financial Institutions","Fixed Income","11,989,893.77","0.23","11,989,893.77","12,000,000.00","22533B2H7","US22533B2H77","-","99.88","France","-","USD","1.63","0.48","1.00","Jan 15, 2023","0.40","1.92","-","0.48","1.92","0.48","USD","Jan 15, 2021","Jan 15, 2021"
"ENEL FINANCE AMERICA LLC","Cash and/or Derivatives","Cash","11,985,938.33","0.23","11,985,938.33","12,000,000.00","29279GU96","-","-","99.88","United States","-","USD","0.39","0.30","1.00","Jul 09, 2021","0.00","0.40","-","0.30","0.40","0.30","USD","Jan 06, 2021","Jan 06, 2021"
"BPCE SA","Cash and/or Derivatives","Cash","11,980,608.00","0.23","11,980,608.00","12,000,000.00","05571BZ14","-","-","99.84","France","-","USD","0.79","0.20","1.00","Dec 01, 2021","0.00","0.79","-","0.20","0.79","0.20","USD","Dec 01, 2020","Dec 01, 2020"
"GOLDMAN SACHS INTERNATIONAL","Cash and/or Derivatives","Cash","11,972,808.00","0.23","11,972,808.00","12,000,000.00","38150TZN7","-","-","99.77","United Kingdom","-","USD","0.85","0.26","1.00","Dec 22, 2021","0.00","0.85","-","0.26","0.85","0.26","USD","Dec 23, 2020","Dec 23, 2020"
"AT&T INC","Cash and/or Derivatives","Cash","11,967,680.00","0.23","11,967,680.00","12,000,000.00","0020A2ZG0","-","-","99.73","United States","-","USD","0.83","0.32","1.00","Dec 16, 2021","0.00","0.83","-","0.32","0.83","0.32","USD","Jan 21, 2021","Jan 21, 2021"
"COMMONWEALTH BANK OF AUSTRALIA (NE MTN","Financial Institutions","Fixed Income","11,719,407.77","0.22","11,719,407.77","11,575,000.00","20271RAP5","US20271RAP55","BZ5ZXD8","100.18","Australia","-","USD","0.07","0.34","1.00","Mar 15, 2021","2.55","0.08","-","0.34","0.08","0.34","USD","Mar 15, 2016","Mar 15, 2016"
"FLORIDA POWER & LIGHT CO","Utility","Fixed Income","11,481,537.39","0.22","11,481,537.39","11,470,000.00","341081GA9","US341081GA93","-","100.07","United States","-","USD","0.03","0.55","1.00","Jul 28, 2023","0.60","0.19","-","-1.88","0.03","-1.88","USD","Jul 31, 2020","Jul 31, 2020"
"VOLKSWAGEN GROUP OF AMERICA FINANC 144A","Industrial","Fixed Income","11,423,756.08","0.22","11,423,756.08","11,350,000.00","928668BG6","US928668BG63","-","100.48","Germany","-","USD","1.75","0.48","1.00","Nov 23, 2022","0.75","1.75","-","0.48","1.75","0.48","USD","Nov 24, 2020","Nov 24, 2020"
"DALLAS FORT WORTH TEX INTL ARPT","Cash and/or Derivatives","Cash","11,345,286.28","0.21","11,345,286.28","11,335,000.00","23504MAC8","-","-","100.03","United States","-","USD","0.52","0.33","1.00","Aug 25, 2021","0.38","0.31","-","0.33","0.31","0.33","USD","Dec 16, 2020","Dec 16, 2020"
"NATIONWIDE BUILDING SOCIETY 144A","Financial Institutions","Fixed Income","11,252,479.70","0.21","11,252,479.70","10,890,000.00","63859UBE2","US63859UBE29","-","103.22","United Kingdom","-","USD","1.91","0.34","1.00","Jan 27, 2023","2.00","1.92","-","0.34","1.92","0.34","USD","Jan 27, 2020","Jan 27, 2020"
"JOHN DEERE CAPITAL CORP MTN","Industrial","Fixed Income","11,114,375.26","0.21","11,114,375.26","11,060,000.00","24422EVG1","US24422EVG15","-","100.43","United States","-","USD","1.38","0.24","1.00","Jul 05, 2022","0.55","1.38","-","0.24","1.38","0.24","USD","Jun 04, 2020","Jun 04, 2020"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Cash and/or Derivatives","Cash","11,099,260.00","0.21","11,099,260.00","11,100,000.00","65339MQ33","-","-","99.99","United States","-","USD","0.04","0.16","1.00","Mar 03, 2021","0.00","0.05","-","0.16","0.05","0.16","USD","Jan 27, 2021","Jan 27, 2021"
"MIZUHO FLOATER / RESIDUAL TR V 144A","Cash and/or Derivatives","Cash","11,000,162.74","0.21","11,000,162.74","11,000,000.00","60700HEC9","US60700HEC97","-","100.00","United States","-","USD","0.00","0.54","1.00","Sep 01, 2027","0.54","0.00","-","0.54","0.00","0.54","USD","Sep 24, 2020","Sep 24, 2020"
"TRI-PARTY WELLS FARGO SECURITIES L","Cash and/or Derivatives","Cash","11,000,427.78","0.21","11,000,427.78","11,000,000.00","-","-","-","100.00","United States","-","USD","0.00","0.35","1.00","May 13, 2021","0.35","0.00","-","0.35","0.00","0.35","USD","Feb 12, 2021","Feb 12, 2021"
"TRI-PARTY MIZUHO SECURITIES USA LL","Cash and/or Derivatives","Cash","11,000,000.00","0.21","11,000,000.00","11,000,000.00","-","-","-","100.00","United States","-","USD","0.00","0.74","1.00","-","0.74","0.00","-","0.74","0.00","0.74","USD","Aug 28, 2018","Aug 28, 2018"
"FAIRWAY FINANCE CO LLC","Cash and/or Derivatives","Cash","10,985,799.00","0.21","10,985,799.00","11,000,000.00","30601VU74","-","-","99.87","United States","-","USD","0.39","0.33","1.00","Jul 07, 2021","0.00","0.39","-","0.33","0.39","0.33","USD","Nov 30, 2020","Nov 30, 2020"
"AMERICAN EXPRESS CREDIT CORPORATIO MTN","Financial Institutions","Fixed Income","10,954,446.19","0.21","10,954,446.19","10,858,000.00","0258M0EB1","US0258M0EB15","BYQ7ZC9","100.26","United States","-","USD","0.13","1.07","1.00","May 05, 2021","2.25","0.22","-","0.36","0.14","0.36","USD","May 05, 2016","May 05, 2016"
"MUNICIPAL FDG TR VAR STS 144A","Cash and/or Derivatives","Cash","10,876,865.14","0.21","10,876,865.14","10,875,000.00","62630WEL7","US62630WEL72","-","100.00","United States","-","USD","0.00","0.36","1.00","Nov 01, 2058","0.36","0.00","-","0.36","0.00","0.36","USD","Aug 14, 2020","Aug 17, 2020"
"GILEAD SCIENCES INC","Industrial","Fixed Income","10,834,553.70","0.20","10,834,553.70","10,800,000.00","375558BV4","US375558BV46","-","100.22","United States","-","USD","0.11","0.64","1.00","Sep 29, 2023","0.77","0.11","-","0.38","0.11","0.38","USD","Sep 30, 2020","Sep 30, 2020"
"STANDARD CHARTERED BANK (NEW YORK","Cash and/or Derivatives","Cash","10,767,226.66","0.20","10,767,226.66","10,750,000.00","85325V6X3","-","-","100.08","United States","-","USD","0.02","0.19","1.00","Aug 24, 2021","0.35","0.52","-","0.19","0.52","0.19","USD","Aug 24, 2020","Aug 24, 2020"
"SUNCOR ENERGY INC.","Cash and/or Derivatives","Cash","10,595,696.40","0.20","10,595,696.40","10,600,000.00","86723ARL8","-","-","99.96","Canada","-","USD","0.17","0.23","1.00","Apr 20, 2021","0.00","0.18","-","0.23","0.18","0.23","USD","Jan 19, 2021","Jan 19, 2021"
"ENGIE SA","Cash and/or Derivatives","Cash","10,569,179.01","0.20","10,569,179.01","10,580,000.00","29287AU65","-","-","99.90","France","-","USD","0.38","0.26","1.00","Jul 06, 2021","0.00","0.39","-","0.26","0.39","0.26","USD","Jan 04, 2021","Jan 04, 2021"
"SANTANDER UK PLC","Financial Institutions","Fixed Income","10,554,588.98","0.20","10,554,588.98","10,391,000.00","80283LAT0","US80283LAT08","BD6R157","100.87","United Kingdom","-","USD","0.29","0.42","1.00","Jun 01, 2021","3.40","0.29","-","0.42","0.29","0.42","USD","Jun 01, 2018","Jun 01, 2018"
"KOOKMIN BANK MTN 144A","Financial Institutions","Fixed Income","10,527,606.60","0.20","10,527,606.60","10,535,000.00","50049MAE9","US50049MAE93","-","99.91","Korea (South)","-","USD","0.00","0.60","1.00","Aug 03, 2022","0.00","0.21","-","0.60","0.21","0.60","USD","Feb 03, 2021","Feb 03, 2021"
