Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"GERMANY (FEDERAL REPUBLIC OF) RegS","Treasuries","Fixed Income","269,226.96","0.46","269,226.96","220,000.00","-","DE0001141760","BF2F2F6","122.38","Germany","-","USD","1.66","-0.69","0.83","Oct 07, 2022","0.00","1.67","-","-0.69","1.67","-0.69","EUR","Jul 07, 2017","Jul 07, 2017"
"GERMANY (FEDERAL REPUBLIC OF) RegS","Treasuries","Fixed Income","268,553.61","0.46","268,553.61","220,000.00","-","DE0001104800","BMWDZJ4","122.07","Germany","-","USD","1.34","-0.67","0.83","Jun 10, 2022","0.00","1.34","-","-0.67","1.34","-0.67","EUR","May 28, 2020","May 28, 2020"
"GERMANY (FEDERAL REPUBLIC OF) RegS","Treasuries","Fixed Income","256,937.81","0.44","256,937.81","200,000.00","-","DE0001102317","B9ZKDD1","127.13","Germany","-","USD","2.23","-0.72","0.83","May 15, 2023","1.50","2.23","-","-0.72","2.23","-0.72","EUR","May 24, 2013","May 15, 2013"
"SINGAPORE (REPUBLIC OF)","Treasuries","Fixed Income","254,220.46","0.43","254,220.46","330,000.00","-","SG31B5000004","BF3GPP9","76.56","Singapore","-","USD","1.12","0.31","1.33","Apr 01, 2022","1.75","1.13","-","0.31","1.13","0.31","SGD","Apr 03, 2017","Apr 03, 2017"
"ITALY (REPUBLIC OF) RegS","Treasuries","Fixed Income","244,183.78","0.41","244,183.78","200,000.00","-","IT0005384497","BKKBH01","122.09","Italy","-","USD","1.94","-0.42","0.83","Jan 15, 2023","0.05","1.93","-","-0.42","1.93","-0.42","EUR","Sep 16, 2019","Sep 16, 2019"
"ITALY (REPUBLIC OF) RegS","Treasuries","Fixed Income","236,456.55","0.40","236,456.55","175,000.00","-","IT0004848831","B7M5HQ6","133.28","Italy","-","USD","1.66","-0.38","0.83","Nov 01, 2022","5.50","1.65","-","-0.38","1.65","-0.38","EUR","Sep 03, 2012","May 01, 2012"
"GERMANY (FEDERAL REPUBLIC OF) RegS","Treasuries","Fixed Income","234,449.55","0.40","234,449.55","190,000.00","-","DE0001141786","BFZS843","123.39","Germany","-","USD","2.68","-0.74","0.83","Oct 13, 2023","0.00","2.69","-","-0.74","2.69","-0.74","EUR","Jul 27, 2018","Jul 27, 2018"
"ITALY (REPUBLIC OF) RegS","Treasuries","Fixed Income","231,959.19","0.39","231,959.19","190,000.00","-","IT0005424251","-","122.08","Italy","-","USD","2.94","-0.31","0.83","Jan 15, 2024","0.00","2.94","-","-0.31","2.94","-0.31","EUR","Oct 15, 2020","Jul 15, 2020"
"GERMANY (FEDERAL REPUBLIC OF) RegS","Treasuries","Fixed Income","219,849.87","0.37","219,849.87","150,000.00","08013Y9S4","DE0001134922","4390741","145.82","Germany","-","USD","2.76","-0.73","0.83","Jan 04, 2024","6.25","2.77","-","-0.73","2.77","-0.73","EUR","Jan 04, 1994","Jan 04, 1994"
"SPAIN (KINGDOM OF)","Treasuries","Fixed Income","218,743.54","0.37","218,743.54","170,000.00","-","ES00000123K0","B6W31Q1","128.50","Spain","-","USD","0.98","-0.49","0.83","Jan 31, 2022","5.85","0.98","-","-0.49","0.98","-0.49","EUR","Nov 22, 2011","Nov 22, 2011"
"ISRAEL (STATE OF)","Treasuries","Fixed Income","215,770.76","0.37","215,770.76","700,000.00","-","IL0011671059","BMBZ0M9","30.80","Israel","-","USD","2.47","0.12","3.25","Jul 31, 2023","0.15","2.46","-","0.12","2.46","0.12","ILS","Jul 07, 2020","Jul 07, 2020"
"BELGIUM (KINGDOM OF)","Treasuries","Fixed Income","210,655.54","0.36","210,655.54","170,000.00","-","BE0000339482","BD5YBJ3","123.84","Belgium","-","USD","2.71","-0.67","0.83","Oct 22, 2023","0.20","2.71","-","-0.67","2.71","-0.67","EUR","May 06, 2016","May 06, 2016"
"ITALY (REPUBLIC OF) RegS","Treasuries","Fixed Income","209,430.94","0.36","209,430.94","170,000.00","-","IT0005413684","BMVLS56","123.02","Italy","-","USD","2.51","-0.37","0.83","Aug 15, 2023","0.30","2.51","-","-0.37","2.51","-0.37","EUR","Jun 15, 2020","Jun 15, 2020"
"NETHERLANDS (KINGDOM OF)","Treasuries","Fixed Income","197,588.80","0.33","197,588.80","150,000.00","-","NL0000102275","B101L06","131.41","Netherlands","-","USD","1.91","-0.67","0.83","Jan 15, 2023","3.75","1.91","-","-0.67","1.91","-0.67","EUR","Feb 17, 2006","Jan 15, 2006"
"JAPAN (GOVERNMENT OF) 5YR #137","Treasuries","Fixed Income","192,480.57","0.33","192,480.57","20,000,000.00","-","JP1051371JA0","BG8CLJ5","0.96","Japan","-","USD","2.61","-0.13","104.59","Sep 20, 2023","0.10","2.60","-","-0.13","2.60","-0.13","JPY","Oct 17, 2018","Sep 20, 2018"
"FRANCE (REPUBLIC OF) RegS","Treasuries","Fixed Income","146,142.64","0.25","146,142.64","120,000.00","-","FR0013398583","BGPP2L6","121.79","France","-","USD","1.05","-0.64","0.83","Feb 25, 2022","0.00","1.05","-","-0.64","1.05","-0.64","EUR","Jan 28, 2019","Feb 25, 2018"
"AUSTRIA (REPUBLIC OF)","Treasuries","Fixed Income","137,249.16","0.23","137,249.16","105,000.00","-","AT0000A0N9A0","B3SPHJ5","127.14","Austria","-","USD","1.16","-0.60","0.83","Apr 20, 2022","3.65","1.16","-","-0.60","1.16","-0.60","EUR","Jan 17, 2011","Jan 17, 2011"
"GERMANY (FEDERAL REPUBLIC OF) RegS","Treasuries","Fixed Income","134,810.43","0.23","134,810.43","110,000.00","-","DE0001104826","BLH34K6","122.55","Germany","-","USD","1.85","-0.70","0.83","Dec 15, 2022","0.00","1.86","-","-0.70","1.86","-0.70","EUR","Nov 19, 2020","Nov 19, 2020"
"JAPAN (GOVERNMENT OF) 20YR #65","Treasuries","Fixed Income","131,850.19","0.22","131,850.19","13,000,000.00","-","JP12006513C3","6726474","1.01","Japan","-","USD","2.79","-0.12","104.59","Dec 20, 2023","1.90","2.79","-","-0.12","2.79","-0.12","JPY","Dec 25, 2003","Dec 20, 2003"
"ITALY (REPUBLIC OF) RegS","Treasuries","Fixed Income","124,889.61","0.21","124,889.61","100,000.00","-","IT0005172322","BYSYNS0","124.42","Italy","-","USD","2.08","-0.40","0.83","Mar 15, 2023","0.95","2.08","-","-0.40","2.08","-0.40","EUR","Mar 15, 2016","Mar 15, 2016"
"SPAIN (KINGDOM OF)","Treasuries","Fixed Income","123,205.04","0.21","123,205.04","100,000.00","-","ES0000012A97","BZ4D3G6","123.05","Spain","-","USD","1.72","-0.54","0.83","Oct 31, 2022","0.45","1.73","-","-0.54","1.73","-0.54","EUR","Oct 10, 2017","Oct 10, 2017"
"JAPAN (GOVERNMENT OF) 20YR #64","Treasuries","Fixed Income","121,666.22","0.21","121,666.22","12,000,000.00","-","JP12006413A0","6708557","1.01","Japan","-","USD","2.55","-0.12","104.59","Sep 20, 2023","1.90","2.54","-","-0.12","2.54","-0.12","JPY","Oct 27, 2003","Sep 20, 2003"
"JAPAN (GOVERNMENT OF) 20YR #63","Treasuries","Fixed Income","116,235.70","0.20","116,235.70","11,600,000.00","-","JP1200631388","6682338","1.00","Japan","-","USD","2.32","-0.12","104.59","Jun 20, 2023","1.80","2.32","-","-0.12","2.32","-0.12","JPY","Aug 25, 2003","Jun 20, 2003"
"JAPAN (GOVERNMENT OF) 10YR #329","Treasuries","Fixed Income","97,810.18","0.17","97,810.18","10,000,000.00","-","JP1103291D68","BBFSCD2","0.98","Japan","-","USD","2.34","-0.12","104.59","Jun 20, 2023","0.80","2.34","-","-0.12","2.34","-0.12","JPY","Jun 20, 2013","Jun 20, 2013"
"JAPAN (GOVERNMENT OF) 10YR #328","Treasuries","Fixed Income","97,297.34","0.16","97,297.34","10,000,000.00","-","JP1103281D37","B8N6DQ7","0.97","Japan","-","USD","2.09","-0.12","104.59","Mar 20, 2023","0.60","2.09","-","-0.12","2.09","-0.12","JPY","Mar 21, 2013","Mar 20, 2013"
"CANADA (GOVERNMENT OF)","Treasuries","Fixed Income","78,725.33","0.13","78,725.33","100,000.00","135087L36","CA135087L369","BKVH980","78.67","Canada","-","USD","1.72","0.20","1.27","Nov 01, 2022","0.25","1.72","-","0.20","1.72","0.20","CAD","Aug 17, 2020","Aug 17, 2020"
"SGD CASH","Cash and/or Derivatives","Cash","57,940.56","0.10","57,940.56","76,919.00","-","-","-","75.33","Singapore","-","USD","0.00","0.16","1.33","-","0.00","0.00","-","0.16","0.00","0.16","SGD","Jan 01, 1990","-"
"JAPAN (GOVERNMENT OF) 2YR #420","Treasuries","Fixed Income","48,023.94","0.08","48,023.94","5,000,000.00","-","JP1024201M15","-","0.96","Japan","-","USD","1.90","-0.13","104.59","Jan 01, 2023","0.10","1.89","-","-0.13","1.89","-0.13","JPY","Jan 04, 2021","Jan 01, 2021"
"CANADA (GOVERNMENT OF)","Treasuries","Fixed Income","39,352.44","0.07","39,352.44","50,000.00","135087L77","CA135087L773","-","78.70","Canada","-","USD","1.97","0.19","1.27","Feb 01, 2023","0.25","1.97","-","0.19","1.97","0.19","CAD","Oct 26, 2020","Oct 26, 2020"
"GBP CASH","Cash and/or Derivatives","Cash","38,325.96","0.06","38,325.96","27,780.00","-","-","-","137.96","United Kingdom","-","USD","0.00","0.03","0.72","-","0.00","0.00","-","0.03","0.00","0.03","GBP","Jan 01, 1989","-"
"UK CONV GILT RegS","Treasuries","Fixed Income","36,567.23","0.06","36,567.23","25,000.00","-","GB00B3KJDQ49","B3KJDQ4","143.91","United Kingdom","-","USD","1.04","-0.02","0.72","Mar 07, 2022","4.00","1.04","-","-0.02","1.04","-0.02","GBP","Feb 27, 2009","Feb 27, 2009"
"CAD CASH","Cash and/or Derivatives","Cash","32,249.86","0.05","32,249.86","41,025.00","-","-","-","78.61","Canada","-","USD","0.00","0.42","1.27","-","0.00","0.00","-","0.42","0.00","0.42","CAD","Jan 01, 1989","-"
"ILS CASH","Cash and/or Derivatives","Cash","31,844.92","0.05","31,844.92","103,466.00","-","-","-","30.78","Israel","-","USD","0.00","-0.43","3.25","-","0.00","0.00","-","-0.43","0.00","-0.43","ILS","Jan 01, 1990","-"
"SEK CASH","Cash and/or Derivatives","Cash","31,705.62","0.05","31,705.62","264,417.00","-","-","-","11.99","Sweden","-","USD","0.00","-0.06","8.34","-","0.00","0.00","-","-0.06","0.00","-0.06","SEK","Jan 01, 1990","-"
"DKK CASH","Cash and/or Derivatives","Cash","29,359.75","0.05","29,359.75","180,491.00","-","-","-","16.27","Denmark","-","USD","0.00","-0.29","6.15","-","0.00","0.00","-","-0.29","0.00","-0.29","DKK","Jan 01, 1990","-"
"NOK CASH","Cash and/or Derivatives","Cash","26,055.12","0.04","26,055.12","220,906.00","-","-","-","11.79","Norway","-","USD","0.00","0.31","8.48","-","0.00","0.00","-","0.31","0.00","0.31","NOK","Jan 01, 1990","-"
"EUR CASH","Cash and/or Derivatives","Cash","25,284.68","0.04","25,284.68","20,901.00","-","-","-","120.97","European Union","-","USD","0.00","-0.55","0.83","-","0.00","0.00","-","-0.55","0.00","-0.55","EUR","Jan 01, 1989","-"
"AUD CASH","Cash and/or Derivatives","Cash","23,696.11","0.04","23,696.11","30,673.00","-","-","-","77.26","Australia","-","USD","0.00","0.01","1.29","-","0.00","0.00","-","0.01","0.00","0.01","AUD","Jan 01, 1990","-"
"JPY CASH","Cash and/or Derivatives","Cash","23,212.60","0.04","23,212.60","2,427,690.00","-","-","-","0.96","Japan","-","USD","0.00","-0.05","104.59","-","0.00","0.00","-","-0.05","0.00","-0.05","JPY","Jan 01, 1990","-"
"USD CASH","Cash and/or Derivatives","Cash","6,265.98","0.01","6,265.98","6,266.00","-","-","-","100.00","United States","-","USD","0.00","0.12","1.00","-","0.00","0.00","-","0.12","0.00","0.12","USD","Jan 01, 1989","-"
"SINGAPORE (REPUBLIC OF)","Treasuries","Fixed Income","789.46","0.00","789.46","1,000.00","-","SGXF92110679","BJ32FN3","78.91","Singapore","-","USD","2.90","0.39","1.33","Feb 01, 2024","2.00","2.90","-","0.39","2.90","0.39","SGD","Feb 01, 2019","Feb 01, 2019"
"KRW CASH","Cash and/or Derivatives","Cash","0.92","0.00","0.92","1,024.00","-","-","-","0.09","Korea (South)","-","USD","0.00","-5.11","1,116.55","-","0.00","0.00","-","-5.11","0.00","-5.11","KRW","Jan 01, 1989","-"
"FUTURES KRW MARGIN BALANCE","Cash and/or Derivatives","Cash Collateral and Margins","0.60","0.00","0.60","665.00","-","-","-","0.09","Korea (South)","-","USD","0.00","-5.11","1,116.55","Feb 10, 2021","0.00","0.00","-","-5.11","0.00","-5.11","KRW","Jan 01, 2000","Jan 01, 2000"
